Paper ID,Title,Authors,Year,Publication Date,Venue,Citation Count,Source Database,Abstract,URL,__norm_title,text_for_detection,moral_theories_list,moral_theories,likely_journal_article
http://arxiv.org/abs/2510.06237v1,Coupled opinion-environmental dynamics in polarized and prejudiced populations,Cameron Kerr; Madhur Anand; Chris T Bauch,2025,2025-10-02T22:01:52Z,arXiv,0,ArXiv,"Public opinion on environmental issues remains polarized in many countries, posing a significant barrier to the implementation of effective policies. Behind this polarization, empirical studies have identified social susceptibility, personal prejudice, and personal experience as dominant factors in opinion formation on environmental issues. However, current coupled human-environment models have not yet incorporated all three factors in polarized populations. We developed a stylized coupled human-environment model to investigate how social susceptibility, personal prejudice, and personal experience shape opinion formation and the environment in polarized populations. Using analytical and numerical methods, we characterized the conditions under which polarization, consensus, opinion changes, and cyclic dynamics emerge depending on the costs of mitigation, environmental damage, and the factors influencing opinion formation. Our model shows that prejudice is the key driver of persistent polarization, with even slightly prejudiced populations maintaining indefinite polarization independent of their level of objectivity. We predict that polarization can be reduced by decreasing the role of prejudice or increasing the willingness to consider opposing opinions. Finally, our model shows that cost reduction methods are less effective at reducing environmental impact in prejudiced populations. Our model generates thresholds for when reducing costs or emissions is more useful depending on the factors which influence the population's opinion formation. Overall, our model provides a framework for investigating the importance of cognitive and social structures in determining human-environment dynamics.",http://arxiv.org/abs/2510.06237v1,coupled opinion-environmental dynamics in polarized and prejudiced populations,"Coupled opinion-environmental dynamics in polarized and prejudiced populations. Public opinion on environmental issues remains polarized in many countries, posing a significant barrier to the implementation of effective policies. Behind this polarization, empirical studies have identified social susceptibility, personal prejudice, and personal experience as dominant factors in opinion formation on environmental issues. However, current coupled human-environment models have not yet incorporated all three factors in polarized populations. We developed a stylized coupled human-environment model to investigate how social susceptibility, personal prejudice, and personal experience shape opinion formation and the environment in polarized populations. Using analytical and numerical methods, we characterized the conditions under which polarization, consensus, opinion changes, and cyclic dynamics emerge depending on the costs of mitigation, environmental damage, and the factors influencing opinion formation. Our model shows that prejudice is the key driver of persistent polarization, with even slightly prejudiced populations maintaining indefinite polarization independent of their level of objectivity. We predict that polarization can be reduced by decreasing the role of prejudice or increasing the willingness to consider opposing opinions. Finally, our model shows that cost reduction methods are less effective at reducing environmental impact in prejudiced populations. Our model generates thresholds for when reducing costs or emissions is more useful depending on the factors which influence the population's opinion formation. Overall, our model provides a framework for investigating the importance of cognitive and social structures in determining human-environment dynamics.",['Virtue Ethics'],Virtue Ethics,False
http://arxiv.org/abs/2310.03900v3,A Game Approach to Multi-dimensional Opinion Dynamics in Social Networks with Stubborn Strategist Agents,Hossein B. Jond; Aykut Yıldız,2023,2023-10-05T21:12:57Z,arXiv,0,ArXiv,"In a social network, individuals express their opinions on several interdependent topics, and therefore the evolution of their opinions on these topics is also mutually dependent. In this work, we propose a differential game model for the multi-dimensional opinion formation of a social network whose population of agents interacts according to a communication graph. Each individual's opinion evolves according to an aggregation of disagreements between the agent's opinions and its graph neighbors on multiple interdependent topics exposed to an unknown extraneous disturbance. For a social network with strategist agents the opinions evolve over time with respect to the minimization of a quadratic cost function that solely represents each individual's motives against the disturbance. We find the unique Nash/worst-case equilibrium solution for the proposed differential game model of coupled multi-dimensional opinions under an open-loop information structure. Moreover, we propose a distributed implementation of the Nash/worst-case equilibrium solution. We examine the non-distributed and proposed distributed open-loop Nash/worst-case strategies on a small social network with strategist agents in a two-dimensional opinion space. Then we compare the opinions evolved based on the Nash/worst-case strategy with the opinions corresponding to social optimality actions for non-strategist agents.",http://arxiv.org/abs/2310.03900v3,a game approach to multi-dimensional opinion dynamics in social networks with stubborn strategist agents,"A Game Approach to Multi-dimensional Opinion Dynamics in Social Networks with Stubborn Strategist Agents. In a social network, individuals express their opinions on several interdependent topics, and therefore the evolution of their opinions on these topics is also mutually dependent. In this work, we propose a differential game model for the multi-dimensional opinion formation of a social network whose population of agents interacts according to a communication graph. Each individual's opinion evolves according to an aggregation of disagreements between the agent's opinions and its graph neighbors on multiple interdependent topics exposed to an unknown extraneous disturbance. For a social network with strategist agents the opinions evolve over time with respect to the minimization of a quadratic cost function that solely represents each individual's motives against the disturbance. We find the unique Nash/worst-case equilibrium solution for the proposed differential game model of coupled multi-dimensional opinions under an open-loop information structure. Moreover, we propose a distributed implementation of the Nash/worst-case equilibrium solution. We examine the non-distributed and proposed distributed open-loop Nash/worst-case strategies on a small social network with strategist agents in a two-dimensional opinion space. Then we compare the opinions evolved based on the Nash/worst-case strategy with the opinions corresponding to social optimality actions for non-strategist agents.",[],,False
http://arxiv.org/abs/1608.02024v1,Public Opinion Polling with Twitter,Emily M. Cody; Andrew J. Reagan; Peter Sheridan Dodds; Christopher M. Danforth,2016,2016-08-05T21:26:14Z,arXiv,0,ArXiv,"Solicited public opinion surveys reach a limited subpopulation of willing participants and are expensive to conduct, leading to poor time resolution and a restricted pool of expert-chosen survey topics. In this study, we demonstrate that unsolicited public opinion polling through sentiment analysis applied to Twitter correlates well with a range of traditional measures, and has predictive power for issues of global importance. We also examine Twitter's potential to canvas topics seldom surveyed, including ideas, personal feelings, and perceptions of commercial enterprises. Two of our major observations are that appropriately filtered Twitter sentiment (1) predicts President Obama's job approval three months in advance, and (2) correlates well with surveyed consumer sentiment. To make possible a full examination of our work and to enable others' research, we make public over 10,000 data sets, each a seven-year series of daily word counts for tweets containing a frequently used search term.",http://arxiv.org/abs/1608.02024v1,public opinion polling with twitter,"Public Opinion Polling with Twitter. Solicited public opinion surveys reach a limited subpopulation of willing participants and are expensive to conduct, leading to poor time resolution and a restricted pool of expert-chosen survey topics. In this study, we demonstrate that unsolicited public opinion polling through sentiment analysis applied to Twitter correlates well with a range of traditional measures, and has predictive power for issues of global importance. We also examine Twitter's potential to canvas topics seldom surveyed, including ideas, personal feelings, and perceptions of commercial enterprises. Two of our major observations are that appropriately filtered Twitter sentiment (1) predicts President Obama's job approval three months in advance, and (2) correlates well with surveyed consumer sentiment. To make possible a full examination of our work and to enable others' research, we make public over 10,000 data sets, each a seven-year series of daily word counts for tweets containing a frequently used search term.",[],,False
http://arxiv.org/abs/2207.14740v1,Rating the Crisis of Online Public Opinion Using a Multi-Level Index System,Fanqi Meng; Xixi Xiao; Jingdong Wang,2022,2022-07-29T15:25:36Z,arXiv,0,ArXiv,"Online public opinion usually spreads rapidly and widely, thus a small incident probably evolves into a large social crisis in a very short time, and results in a heavy loss in credit or economic aspects. We propose a method to rate the crisis of online public opinion based on a multi-level index system to evaluate the impact of events objectively. Firstly, the dissemination mechanism of online public opinion is explained from the perspective of information ecology. According to the mechanism, some evaluation indexes are selected through correlation analysis and principal component analysis. Then, a classification model of text emotion is created via the training by deep learning to achieve the accurate quantification of the emotional indexes in the index system. Finally, based on the multi-level evaluation index system and grey correlation analysis, we propose a method to rate the crisis of online public opinion. The experiment with the real-time incident show that this method can objectively evaluate the emotional tendency of Internet users and rate the crisis in different dissemination stages of online public opinion. It is helpful to realizing the crisis warning of online public opinion and timely blocking the further spread of the crisis.",http://arxiv.org/abs/2207.14740v1,rating the crisis of online public opinion using a multi-level index system,"Rating the Crisis of Online Public Opinion Using a Multi-Level Index System. Online public opinion usually spreads rapidly and widely, thus a small incident probably evolves into a large social crisis in a very short time, and results in a heavy loss in credit or economic aspects. We propose a method to rate the crisis of online public opinion based on a multi-level index system to evaluate the impact of events objectively. Firstly, the dissemination mechanism of online public opinion is explained from the perspective of information ecology. According to the mechanism, some evaluation indexes are selected through correlation analysis and principal component analysis. Then, a classification model of text emotion is created via the training by deep learning to achieve the accurate quantification of the emotional indexes in the index system. Finally, based on the multi-level evaluation index system and grey correlation analysis, we propose a method to rate the crisis of online public opinion. The experiment with the real-time incident show that this method can objectively evaluate the emotional tendency of Internet users and rate the crisis in different dissemination stages of online public opinion. It is helpful to realizing the crisis warning of online public opinion and timely blocking the further spread of the crisis.",[],,False
http://arxiv.org/abs/2310.19850v2,Massive Case Study of Opinion Distribution in a Relationship with Mixed Trust and Distrust,Yasuko Kawahata,2023,2023-10-30T15:27:51Z,arXiv,0,ArXiv,"The simulations in this paper are based on the theory of opinion dynamics, which incorporates both Opinion A and Opinion B, a case that is the inverse of Opinion A, in human relationships. It was confirmed that aspects of consensus building depend on the ratio of the trust coefficient to the distrust coefficient. In this study, the ratio of trust to distrust tended to vary like a phase transition around 55%, but we wanted to see if the same phenomenon could be confirmed in large-scale cases. In the previous case studies, this tendency has been observed from N = 300 to N = 1600 , and we will discuss the case of N = 10000 with N = 3000. By verifying the extent of the phenomenon on the social scale, we intend to consider simulation items for consensus building, such as consideration of the sensitivities of topics in online and offline opinion formation.",http://arxiv.org/abs/2310.19850v2,massive case study of opinion distribution in a relationship with mixed trust and distrust,"Massive Case Study of Opinion Distribution in a Relationship with Mixed Trust and Distrust. The simulations in this paper are based on the theory of opinion dynamics, which incorporates both Opinion A and Opinion B, a case that is the inverse of Opinion A, in human relationships. It was confirmed that aspects of consensus building depend on the ratio of the trust coefficient to the distrust coefficient. In this study, the ratio of trust to distrust tended to vary like a phase transition around 55%, but we wanted to see if the same phenomenon could be confirmed in large-scale cases. In the previous case studies, this tendency has been observed from N = 300 to N = 1600 , and we will discuss the case of N = 10000 with N = 3000. By verifying the extent of the phenomenon on the social scale, we intend to consider simulation items for consensus building, such as consideration of the sensitivities of topics in online and offline opinion formation.",[],,False
http://arxiv.org/abs/2210.17193v1,Opinion Dynamics and Unifying Principles: A Global Unifying Frame,Serge Galam,2022,2022-10-31T10:20:41Z,arXiv,0,ArXiv,"I review and extend the set of unifying principles, which allow comparing all models of opinion dynamics within one single frame. Within the Global Unifying Frame (GUF), any specific update rule chosen to study opinion dynamics for discrete individual choices is recast into a probabilistic update formula. The associated dynamics is deployed using a general probabilistic sequential process, which is iterated via the repeated reshuffling of agents between successive rounds of local updates. The related driving attractors and tipping points are obtained with non-conservative regimes featuring both threshold and threshold-less dynamics. Most stationary states are symmetry broken, but fifty-fifty coexistence may also occur. A practical procedure is exhibited for several versions of Galam and Sznajd models when restricted to the use of three agents for the local updates. Comparing these various models, some are found to be identical within the GUF. Possible discrepancies with numerical simulations are discussed together with the difference between the GUF procedure and a mean field approach.",http://arxiv.org/abs/2210.17193v1,opinion dynamics and unifying principles: a global unifying frame,"Opinion Dynamics and Unifying Principles: A Global Unifying Frame. I review and extend the set of unifying principles, which allow comparing all models of opinion dynamics within one single frame. Within the Global Unifying Frame (GUF), any specific update rule chosen to study opinion dynamics for discrete individual choices is recast into a probabilistic update formula. The associated dynamics is deployed using a general probabilistic sequential process, which is iterated via the repeated reshuffling of agents between successive rounds of local updates. The related driving attractors and tipping points are obtained with non-conservative regimes featuring both threshold and threshold-less dynamics. Most stationary states are symmetry broken, but fifty-fifty coexistence may also occur. A practical procedure is exhibited for several versions of Galam and Sznajd models when restricted to the use of three agents for the local updates. Comparing these various models, some are found to be identical within the GUF. Possible discrepancies with numerical simulations are discussed together with the difference between the GUF procedure and a mean field approach.",[],,False
http://arxiv.org/abs/2308.03170v1,Dynamic development of public attitudes towards science policymaking,Keisuke Okamura,2023,2023-08-06T17:37:20Z,arXiv,0,ArXiv,"Understanding the heterogeneity of mechanisms that form public attitudes towards science and technology policymaking is essential to the establishment of an effective public engagement platform. Using the 2011 public opinion survey data from Japan (n = 6,136), I divided the general public into three categories: the Attentive public, who are willing to actively engage with science and technology policymaking dialogue; the Interested public, who have moderate interest in science and technology but rely on experts for policy decisions; and the Residual public, who have minimal interest in science and technology. On the basis of the results of multivariate regression analysis, I have identified several key predispositions towards science and technology and other socio-demographic characteristics that influence the shift of individuals from one category of the general public to another. The findings provide a foundation for understanding how to induce more accountable, evidence-based science and technology policymaking.",http://arxiv.org/abs/2308.03170v1,dynamic development of public attitudes towards science policymaking,"Dynamic development of public attitudes towards science policymaking. Understanding the heterogeneity of mechanisms that form public attitudes towards science and technology policymaking is essential to the establishment of an effective public engagement platform. Using the 2011 public opinion survey data from Japan (n = 6,136), I divided the general public into three categories: the Attentive public, who are willing to actively engage with science and technology policymaking dialogue; the Interested public, who have moderate interest in science and technology but rely on experts for policy decisions; and the Residual public, who have minimal interest in science and technology. On the basis of the results of multivariate regression analysis, I have identified several key predispositions towards science and technology and other socio-demographic characteristics that influence the shift of individuals from one category of the general public to another. The findings provide a foundation for understanding how to induce more accountable, evidence-based science and technology policymaking.",['Virtue Ethics'],Virtue Ethics,False
http://arxiv.org/abs/2105.14276v1,Correcting public opinion trends through Bayesian data assimilation,Robin Hendrickx; Rossella Arcucci; Julio Amador Dıaz Lopez; Yi-Ke Guo; Mark Kennedy,2021,2021-05-29T11:39:56Z,arXiv,0,ArXiv,"Measuring public opinion is a key focus during democratic elections, enabling candidates to gauge their popularity and alter their campaign strategies accordingly. Traditional survey polling remains the most popular estimation technique, despite its cost and time intensity, measurement errors, lack of real-time capabilities and lagged representation of public opinion. In recent years, Twitter opinion mining has attempted to combat these issues. Despite achieving promising results, it experiences its own set of shortcomings such as an unrepresentative sample population and a lack of long term stability. This paper aims to merge data from both these techniques using Bayesian data assimilation to arrive at a more accurate estimate of true public opinion for the Brexit referendum. This paper demonstrates the effectiveness of the proposed approach using Twitter opinion data and survey data from trusted pollsters. Firstly, the possible existence of a time gap of 16 days between the two data sets is identified. This gap is subsequently incorporated into a proposed assimilation architecture. This method was found to adequately incorporate information from both sources and measure a strong upward trend in Leave support leading up to the Brexit referendum. The proposed technique provides useful estimates of true opinion, which is essential to future opinion measurement and forecasting research.",http://arxiv.org/abs/2105.14276v1,correcting public opinion trends through bayesian data assimilation,"Correcting public opinion trends through Bayesian data assimilation. Measuring public opinion is a key focus during democratic elections, enabling candidates to gauge their popularity and alter their campaign strategies accordingly. Traditional survey polling remains the most popular estimation technique, despite its cost and time intensity, measurement errors, lack of real-time capabilities and lagged representation of public opinion. In recent years, Twitter opinion mining has attempted to combat these issues. Despite achieving promising results, it experiences its own set of shortcomings such as an unrepresentative sample population and a lack of long term stability. This paper aims to merge data from both these techniques using Bayesian data assimilation to arrive at a more accurate estimate of true public opinion for the Brexit referendum. This paper demonstrates the effectiveness of the proposed approach using Twitter opinion data and survey data from trusted pollsters. Firstly, the possible existence of a time gap of 16 days between the two data sets is identified. This gap is subsequently incorporated into a proposed assimilation architecture. This method was found to adequately incorporate information from both sources and measure a strong upward trend in Leave support leading up to the Brexit referendum. The proposed technique provides useful estimates of true opinion, which is essential to future opinion measurement and forecasting research.",[],,False
http://arxiv.org/abs/2012.07575v2,Large-scale Quantitative Evidence of Media Impact on Public Opinion toward China,Junming Huang; Gavin Cook; Yu Xie,2020,2020-12-08T20:14:54Z,arXiv,0,ArXiv,"Do mass media influence people's opinion of other countries? Using BERT, a deep neural network-based natural language processing model, we analyze a large corpus of 267,907 China-related articles published by The New York Times since 1970. We then compare our output from The New York Times to a longitudinal data set constructed from 101 cross-sectional surveys of the American public's views on China. We find that the reporting of The New York Times on China in one year explains 54% of the variance in American public opinion on China in the next. Our result confirms hypothesized links between media and public opinion and helps shed light on how mass media can influence public opinion of foreign countries.",http://arxiv.org/abs/2012.07575v2,large-scale quantitative evidence of media impact on public opinion toward china,"Large-scale Quantitative Evidence of Media Impact on Public Opinion toward China. Do mass media influence people's opinion of other countries? Using BERT, a deep neural network-based natural language processing model, we analyze a large corpus of 267,907 China-related articles published by The New York Times since 1970. We then compare our output from The New York Times to a longitudinal data set constructed from 101 cross-sectional surveys of the American public's views on China. We find that the reporting of The New York Times on China in one year explains 54% of the variance in American public opinion on China in the next. Our result confirms hypothesized links between media and public opinion and helps shed light on how mass media can influence public opinion of foreign countries.",[],,False
http://arxiv.org/abs/1106.4221v1,Understanding opinions. A cognitive and formal account,Francesca Giardini; Walter Quattrociocchi; Rosaria Conte,2011,2011-06-21T15:00:33Z,arXiv,0,ArXiv,"The study of opinions, their formation and change, is one of the defining topics addressed by social psychology, but in recent years other disciplines, as computer science and complexity, have addressed this challenge. Despite the flourishing of different models and theories in both fields, several key questions still remain unanswered. The aim of this paper is to challenge the current theories on opinion by putting forward a cognitively grounded model where opinions are described as specific mental representations whose main properties are put forward. A comparison with reputation will be also presented.",http://arxiv.org/abs/1106.4221v1,understanding opinions. a cognitive and formal account,"Understanding opinions. A cognitive and formal account. The study of opinions, their formation and change, is one of the defining topics addressed by social psychology, but in recent years other disciplines, as computer science and complexity, have addressed this challenge. Despite the flourishing of different models and theories in both fields, several key questions still remain unanswered. The aim of this paper is to challenge the current theories on opinion by putting forward a cognitively grounded model where opinions are described as specific mental representations whose main properties are put forward. A comparison with reputation will be also presented.",[],,False
http://arxiv.org/abs/1703.02219v1,Influence of random opinion change in complex networks,Yi Yu; Gaoxi Xiao,2017,2017-03-07T05:26:43Z,arXiv,0,ArXiv,"Opinion formation in the population has attracted extensive research interest. Various models have been introduced and studied, including the ones with individuals' free will allowing them to change their opinions. Such models, however, have not taken into account the fact that individuals with different opinions may have different levels of loyalty, and consequently, different probabilities of changing their opinions. In this work, we study on how the non-uniform distribution of the opinion changing probability may affect the final state of opinion distribution. By simulating a few different cases with different symmetric and asymmetric non-uniform patterns of opinion changing probabilities, we demonstrate the significant effects that the different loyalty levels of different opinions have on the final state of the opinion distribution.",http://arxiv.org/abs/1703.02219v1,influence of random opinion change in complex networks,"Influence of random opinion change in complex networks. Opinion formation in the population has attracted extensive research interest. Various models have been introduced and studied, including the ones with individuals' free will allowing them to change their opinions. Such models, however, have not taken into account the fact that individuals with different opinions may have different levels of loyalty, and consequently, different probabilities of changing their opinions. In this work, we study on how the non-uniform distribution of the opinion changing probability may affect the final state of opinion distribution. By simulating a few different cases with different symmetric and asymmetric non-uniform patterns of opinion changing probabilities, we demonstrate the significant effects that the different loyalty levels of different opinions have on the final state of the opinion distribution.","['Consequentialism', 'Moral Foundations', 'Utilitarianism']",Consequentialism; Moral Foundations; Utilitarianism,False
http://arxiv.org/abs/0712.1140v1,"Benefits of Diversity, Communication Costs, and Public Opinion Dynamics",Gani Aldashev; Timoteo Carletti,2007,2007-12-07T13:46:35Z,arXiv,0,ArXiv,"We study the dynamics of public opinion in a model in which agents change their opinions as a result of random binary encounters if the opinion difference is below their individual thresholds that evolve over time. We ground these thresholds in a simple individual cost-benefit analysis with linear benefits of diversity and quadratic communication costs. We clarify and deepen the results of earlier continuous-opinion dynamics models (Deffuant et al., Adv Complex Systems 2000; Weisbuch et al., Complexity 2002) and establish several new results regarding the patterns of opinions in the asymptotic state and the cluster formation time.",http://arxiv.org/abs/0712.1140v1,"benefits of diversity, communication costs, and public opinion dynamics","Benefits of Diversity, Communication Costs, and Public Opinion Dynamics. We study the dynamics of public opinion in a model in which agents change their opinions as a result of random binary encounters if the opinion difference is below their individual thresholds that evolve over time. We ground these thresholds in a simple individual cost-benefit analysis with linear benefits of diversity and quadratic communication costs. We clarify and deepen the results of earlier continuous-opinion dynamics models (Deffuant et al., Adv Complex Systems 2000; Weisbuch et al., Complexity 2002) and establish several new results regarding the patterns of opinions in the asymptotic state and the cluster formation time.",[],,False
http://arxiv.org/abs/2311.05488v1,From Stability to Change: The Potential Application of Bifurcation Theory to Opinion Dynamics Considerations,Yasuko Kawahata,2023,2023-11-09T16:26:56Z,arXiv,0,ArXiv,"This study adopts a nonlinear dynamics approach, specifically using bifurcation theory, to analyze social interactions and behavior in online communities. Referencing key works by Steven Strogatz and others, the paper explores the application of pitchfork, saddle node, and transcritical bifurcations to model collective opinion shifts and trend diffusion in social media. By integrating Strogatz's insights on complex networks and synchronization with the foundational theories of Guckenheimer, Holmes, Kuznetsov, and Wiggins, the study examines the role of small-world network effects and synchronization in collective behavior. Seidel's practical take on bifurcation theory helps apply these mathematical concepts to social science research, aiming to shed light on the dynamics of digital communication and the rapid spread of information. The research also touches on the use of Melnikov's method for analyzing the stability of homoclinic and heteroclinic orbits, and the onset of chaos, reflecting on the broader implications for understanding complex systems in nature and society. The goal is to provide a model that captures the swift and intricate cognitive processes of individuals in digital ecosystems, offering a fresh perspective on the evolution of online collective opinion, the rise and spread of fads, and behavioral changes in digital contexts.",http://arxiv.org/abs/2311.05488v1,from stability to change: the potential application of bifurcation theory to opinion dynamics considerations,"From Stability to Change: The Potential Application of Bifurcation Theory to Opinion Dynamics Considerations. This study adopts a nonlinear dynamics approach, specifically using bifurcation theory, to analyze social interactions and behavior in online communities. Referencing key works by Steven Strogatz and others, the paper explores the application of pitchfork, saddle node, and transcritical bifurcations to model collective opinion shifts and trend diffusion in social media. By integrating Strogatz's insights on complex networks and synchronization with the foundational theories of Guckenheimer, Holmes, Kuznetsov, and Wiggins, the study examines the role of small-world network effects and synchronization in collective behavior. Seidel's practical take on bifurcation theory helps apply these mathematical concepts to social science research, aiming to shed light on the dynamics of digital communication and the rapid spread of information. The research also touches on the use of Melnikov's method for analyzing the stability of homoclinic and heteroclinic orbits, and the onset of chaos, reflecting on the broader implications for understanding complex systems in nature and society. The goal is to provide a model that captures the swift and intricate cognitive processes of individuals in digital ecosystems, offering a fresh perspective on the evolution of online collective opinion, the rise and spread of fads, and behavioral changes in digital contexts.",[],,False
http://arxiv.org/abs/2207.10924v1,Evolution of the public opinion on COVID-19 vaccination in Japan,Yuri Nakayama; Yuka Takedomi; Towa Suda; Takeaki Uno; Takako Hashimoto; Masashi Toyoda; Naoki Yoshinaga; Masaru Kitsuregawa; Luis E. C. Rocha; Ryota Kobayashi,2022,2022-07-22T08:00:35Z,arXiv,0,ArXiv,"Vaccines are promising tools to control the spread of COVID-19. An effective vaccination campaign requires government policies and community engagement, sharing experiences for social support, and voicing concerns to vaccine safety and efficiency. The increasing use of online social platforms allows us to trace large-scale communication and infer public opinion in real-time. We collected more than 100 million vaccine-related tweets posted by 8 million users and used the Latent Dirichlet Allocation model to perform automated topic modeling of tweet texts during the vaccination campaign in Japan. We identified 15 topics grouped into 4 themes on Personal issue, Breaking news, Politics, and Conspiracy and humour. The evolution of the popularity of themes revealed a shift in public opinion, initially sharing the attention over personal issues (individual aspect), collecting information from the news (knowledge acquisition), and government criticisms, towards personal experiences once confidence in the vaccination campaign was established. An interrupted time series regression analysis showed that the Tokyo Olympic Games affected public opinion more than other critical events but not the course of the vaccination. Public opinion on politics was significantly affected by various events, positively shifting the attention in the early stages of the vaccination campaign and negatively later. Tweets about personal issues were mostly retweeted when the vaccination reached the younger population. The associations between the vaccination campaign stages and tweet themes suggest that the public engagement in the social platform contributed to speedup vaccine uptake by reducing anxiety via social learning and support.",http://arxiv.org/abs/2207.10924v1,evolution of the public opinion on covid-19 vaccination in japan,"Evolution of the public opinion on COVID-19 vaccination in Japan. Vaccines are promising tools to control the spread of COVID-19. An effective vaccination campaign requires government policies and community engagement, sharing experiences for social support, and voicing concerns to vaccine safety and efficiency. The increasing use of online social platforms allows us to trace large-scale communication and infer public opinion in real-time. We collected more than 100 million vaccine-related tweets posted by 8 million users and used the Latent Dirichlet Allocation model to perform automated topic modeling of tweet texts during the vaccination campaign in Japan. We identified 15 topics grouped into 4 themes on Personal issue, Breaking news, Politics, and Conspiracy and humour. The evolution of the popularity of themes revealed a shift in public opinion, initially sharing the attention over personal issues (individual aspect), collecting information from the news (knowledge acquisition), and government criticisms, towards personal experiences once confidence in the vaccination campaign was established. An interrupted time series regression analysis showed that the Tokyo Olympic Games affected public opinion more than other critical events but not the course of the vaccination. Public opinion on politics was significantly affected by various events, positively shifting the attention in the early stages of the vaccination campaign and negatively later. Tweets about personal issues were mostly retweeted when the vaccination reached the younger population. The associations between the vaccination campaign stages and tweet themes suggest that the public engagement in the social platform contributed to speedup vaccine uptake by reducing anxiety via social learning and support.",[],,False
http://arxiv.org/abs/2004.00689v1,Robots in the Danger Zone: Exploring Public Perception through Engagement,David A. Robb; Muneeb I. Ahmad; Carlo Tiseo; Simona Aracri; Alistair C. McConnell; Vincent Page; Christian Dondrup; Francisco J. Chiyah Garcia; Hai-Nguyen Nguyen; Èric Pairet; Paola Ardón Ramírez; Tushar Semwal; Hazel M. Taylor; Lindsay J. Wilson; David Lane; Helen Hastie; Katrin Lohan,2020,2020-04-01T20:10:53Z,arXiv,0,ArXiv,"Public perceptions of Robotics and Artificial Intelligence (RAI) are important in the acceptance, uptake, government regulation and research funding of this technology. Recent research has shown that the public's understanding of RAI can be negative or inaccurate. We believe effective public engagement can help ensure that public opinion is better informed. In this paper, we describe our first iteration of a high throughput in-person public engagement activity. We describe the use of a light touch quiz-format survey instrument to integrate in-the-wild research participation into the engagement, allowing us to probe both the effectiveness of our engagement strategy, and public perceptions of the future roles of robots and humans working in dangerous settings, such as in the off-shore energy sector. We critique our methods and share interesting results into generational differences within the public's view of the future of Robotics and AI in hazardous environments. These findings include that older peoples' views about the future of robots in hazardous environments were not swayed by exposure to our exhibit, while the views of younger people were affected by our exhibit, leading us to consider carefully in future how to more effectively engage with and inform older people.",http://arxiv.org/abs/2004.00689v1,robots in the danger zone: exploring public perception through engagement,"Robots in the Danger Zone: Exploring Public Perception through Engagement. Public perceptions of Robotics and Artificial Intelligence (RAI) are important in the acceptance, uptake, government regulation and research funding of this technology. Recent research has shown that the public's understanding of RAI can be negative or inaccurate. We believe effective public engagement can help ensure that public opinion is better informed. In this paper, we describe our first iteration of a high throughput in-person public engagement activity. We describe the use of a light touch quiz-format survey instrument to integrate in-the-wild research participation into the engagement, allowing us to probe both the effectiveness of our engagement strategy, and public perceptions of the future roles of robots and humans working in dangerous settings, such as in the off-shore energy sector. We critique our methods and share interesting results into generational differences within the public's view of the future of Robotics and AI in hazardous environments. These findings include that older peoples' views about the future of robots in hazardous environments were not swayed by exposure to our exhibit, while the views of younger people were affected by our exhibit, leading us to consider carefully in future how to more effectively engage with and inform older people.","['Care Ethics', 'Moral Foundations']",Care Ethics; Moral Foundations,False
http://arxiv.org/abs/1909.06483v1,Repulsion in controversial debate drives public opinion into fifty-fifty stalemate,Sebastian M. Krause; Fritz Weyhausen-Brinkmann; Stefan Bornholdt,2019,2019-09-13T22:56:44Z,arXiv,0,ArXiv,"Opinion formation is a process with strong implications for public policy. In controversial debates with large consequences, the public opinion is often trapped in a fifty-fifty stalemate, jeopardizing broadly accepted political decisions. Emergent effects from millions of private discussions make it hard to understand or influence this kind of opinion dynamics. Here we demonstrate that repulsion from opinions favors fifty-fifty stalemates. We study a voter model where agents can have two opinions or an undecided state in-between. In pairwise discussions, undecided agents can be convinced or repelled from the opinion expressed by another agent. If repulsion happens in at least one of four cases, as in controversial debates, the frequencies of both opinions equalize. Further we include transitions of decided agents to the undecided state. If that happens often, the share of undecided agents becomes large, as can be measured with the share of undecided answers in polls.",http://arxiv.org/abs/1909.06483v1,repulsion in controversial debate drives public opinion into fifty-fifty stalemate,"Repulsion in controversial debate drives public opinion into fifty-fifty stalemate. Opinion formation is a process with strong implications for public policy. In controversial debates with large consequences, the public opinion is often trapped in a fifty-fifty stalemate, jeopardizing broadly accepted political decisions. Emergent effects from millions of private discussions make it hard to understand or influence this kind of opinion dynamics. Here we demonstrate that repulsion from opinions favors fifty-fifty stalemates. We study a voter model where agents can have two opinions or an undecided state in-between. In pairwise discussions, undecided agents can be convinced or repelled from the opinion expressed by another agent. If repulsion happens in at least one of four cases, as in controversial debates, the frequencies of both opinions equalize. Further we include transitions of decided agents to the undecided state. If that happens often, the share of undecided agents becomes large, as can be measured with the share of undecided answers in polls.",[],,False
